#SpecName	Band	ew(A)	ew_error(A)	Flux	Flux_error
templates-2dF_OBall/B0.5-III-2dF2440.dat	CaIIK/3928	0.290337603088	0.0	-0.27177285552	0.0
templates-2dF_OBall/B0.5-III-2dF2440.dat	HeI/4009	0.257272716314	0.0	-0.232794905581	0.0
templates-2dF_OBall/B0.5-III-2dF2440.dat	HeI/4026	0.734286813438	0.0	-0.662256383975	0.0
templates-2dF_OBall/B0.5-III-2dF2440.dat	SiIV/4088	0.126713735128	0.0	-0.113769421772	0.0
templates-2dF_OBall/B0.5-III-2dF2440.dat	SiIV/4116	0.12731070427	0.0	-0.114297296253	0.0
templates-2dF_OBall/B0.5-III-2dF2440.dat	HeI/4121	0.3665297741	0.0	-0.329058937283	0.0
templates-2dF_OBall/B0.5-III-2dF2440.dat	SiII/4130	0.0803382682971	0.0	-0.0721236240112	0.0
templates-2dF_OBall/B0.5-III-2dF2440.dat	HeI/4144	0.449947017752	0.0	-0.403924260987	0.0
templates-2dF_OBall/B0.5-III-2dF2440.dat	HeII/4200	0.185401615222	0.0	-0.167576485514	0.0
templates-2dF_OBall/B0.5-III-2dF2440.dat	FeII/4233	0.0054580902257	0.0	-0.00497428499445	0.0
templates-2dF_OBall/B0.5-III-2dF2440.dat	HeI/4387	0.646388968991	0.0	-0.581014363014	0.0
templates-2dF_OBall/B0.5-III-2dF2440.dat	OII/4416	0.122130735754	0.0	-0.109769226922	0.0
templates-2dF_OBall/B0.5-III-2dF2440.dat	HeI/4471	0.854228774566	0.0	-0.775759758552	0.0
templates-2dF_OBall/B0.5-III-2dF2440.dat	MgII/4481	0.136072941566	0.0	-0.122969445255	0.0
templates-2dF_OBall/B0.5-III-2dF2440.dat	HeII/4541	-0.0316768850614	0.0	0.0283897451393	0.0
templates-2dF_OBall/B0.5-III-2dF2440.dat	SiIII/4553	0.0541255049189	0.0	-0.0485887181258	0.0
templates-2dF_OBall/B0.5-III-2dF2440.dat	OII+CIII/4645	0.558840759046	0.0	-0.505612266064	0.0
templates-2dF_OBall/B0.5-III-2dF2440.dat	HeII/4686	0.277157031729	0.0	-0.252533376991	0.0
templates-2dF_OBall/B0.5-III-2dF3831.dat	CaIIK/3928	0.196589533641	0.0	-0.181911413622	0.0
templates-2dF_OBall/B0.5-III-2dF3831.dat	HeI/4009	0.144612739891	0.0	-0.130879719473	0.0
templates-2dF_OBall/B0.5-III-2dF3831.dat	HeI/4026	0.329592496821	0.0	-0.297539992586	0.0
templates-2dF_OBall/B0.5-III-2dF3831.dat	SiIV/4088	0.164324838146	0.0	-0.147409055832	0.0
templates-2dF_OBall/B0.5-III-2dF3831.dat	SiIV/4116	0.122588386799	0.0	-0.109743997712	0.0
templates-2dF_OBall/B0.5-III-2dF3831.dat	HeI/4121	0.146172688745	0.0	-0.130799726719	0.0
templates-2dF_OBall/B0.5-III-2dF3831.dat	SiII/4130	0.00547881251609	0.0	-0.00489955381577	0.0
templates-2dF_OBall/B0.5-III-2dF3831.dat	HeI/4144	0.308341682827	0.0	-0.275438441808	0.0
templates-2dF_OBall/B0.5-III-2dF3831.dat	HeII/4200	0.243070994936	0.0	-0.218301559236	0.0
templates-2dF_OBall/B0.5-III-2dF3831.dat	FeII/4233	-0.0237520611552	0.0	0.0215170458549	0.0
templates-2dF_OBall/B0.5-III-2dF3831.dat	HeI/4387	0.304271559324	0.0	-0.273335505223	0.0
templates-2dF_OBall/B0.5-III-2dF3831.dat	OII/4416	0.0630065847	0.0	-0.0568308937641	0.0
templates-2dF_OBall/B0.5-III-2dF3831.dat	HeI/4471	0.349836258892	0.0	-0.313623562124	0.0
templates-2dF_OBall/B0.5-III-2dF3831.dat	MgII/4481	0.0939377607789	0.0	-0.0846222043037	0.0
templates-2dF_OBall/B0.5-III-2dF3831.dat	HeII/4541	0.0760030244579	0.0	-0.0691422183724	0.0
templates-2dF_OBall/B0.5-III-2dF3831.dat	SiIII/4553	0.077139329439	0.0	-0.0701141090954	0.0
templates-2dF_OBall/B0.5-III-2dF3831.dat	OII+CIII/4645	0.419726299378	0.0	-0.379642391205	0.0
templates-2dF_OBall/B0.5-III-2dF3831.dat	HeII/4686	-0.0772057398714	0.0	0.069544825461	0.0
templates-2dF_OBall/B0.5-IV-2dF0448.dat	CaIIK/3928	0.221430569534	0.0	-0.205143169002	0.0
templates-2dF_OBall/B0.5-IV-2dF0448.dat	HeI/4009	0.289018810789	0.0	-0.261891824443	0.0
templates-2dF_OBall/B0.5-IV-2dF0448.dat	HeI/4026	0.757992835123	0.0	-0.686039406823	0.0
templates-2dF_OBall/B0.5-IV-2dF0448.dat	SiIV/4088	0.22397079418	0.0	-0.202436340909	0.0
templates-2dF_OBall/B0.5-IV-2dF0448.dat	SiIV/4116	0.166506487552	0.0	-0.15052185626	0.0
templates-2dF_OBall/B0.5-IV-2dF0448.dat	HeI/4121	0.425952081398	0.0	-0.38507420855	0.0
templates-2dF_OBall/B0.5-IV-2dF0448.dat	SiII/4130	0.130570463459	0.0	-0.118045729172	0.0
templates-2dF_OBall/B0.5-IV-2dF0448.dat	HeI/4144	0.551266919565	0.0	-0.498431479417	0.0
templates-2dF_OBall/B0.5-IV-2dF0448.dat	HeII/4200	0.028746203162	0.0	-0.026058216481	0.0
templates-2dF_OBall/B0.5-IV-2dF0448.dat	FeII/4233	-0.0497778872074	0.0	0.0452560622649	0.0
templates-2dF_OBall/B0.5-IV-2dF0448.dat	HeI/4387	0.470803881929	0.0	-0.421226756728	0.0
templates-2dF_OBall/B0.5-IV-2dF0448.dat	OII/4416	0.103698437017	0.0	-0.0931188839696	0.0
templates-2dF_OBall/B0.5-IV-2dF0448.dat	HeI/4471	0.849134805389	0.0	-0.767276055945	0.0
templates-2dF_OBall/B0.5-IV-2dF0448.dat	MgII/4481	0.113450827163	0.0	-0.102544377247	0.0
templates-2dF_OBall/B0.5-IV-2dF0448.dat	HeII/4541	0.00540816279279	0.0	-0.00489966711076	0.0
templates-2dF_OBall/B0.5-IV-2dF0448.dat	SiIII/4553	0.0237530234654	0.0	-0.0215335905352	0.0
templates-2dF_OBall/B0.5-IV-2dF0448.dat	OII+CIII/4645	0.459446315121	0.0	-0.415010619164	0.0
templates-2dF_OBall/B0.5-IV-2dF0448.dat	HeII/4686	0.0514304341177	0.0	-0.0463316120627	0.0
templates-2dF_OBall/B0.5-IV-2dF0609.dat	CaIIK/3928	0.253009905431	0.0	-0.234504269535	0.0
templates-2dF_OBall/B0.5-IV-2dF0609.dat	HeI/4009	0.31294694267	0.0	-0.283443760297	0.0
templates-2dF_OBall/B0.5-IV-2dF0609.dat	HeI/4026	0.743246436732	0.0	-0.673057944238	0.0
templates-2dF_OBall/B0.5-IV-2dF0609.dat	SiIV/4088	0.210606914876	0.0	-0.190128800168	0.0
templates-2dF_OBall/B0.5-IV-2dF0609.dat	SiIV/4116	0.180381505173	0.0	-0.162516018019	0.0
templates-2dF_OBall/B0.5-IV-2dF0609.dat	HeI/4121	0.256810184533	0.0	-0.231275438998	0.0
templates-2dF_OBall/B0.5-IV-2dF0609.dat	SiII/4130	0.107340121611	0.0	-0.0966083018544	0.0
templates-2dF_OBall/B0.5-IV-2dF0609.dat	HeI/4144	0.443825753289	0.0	-0.399022135794	0.0
templates-2dF_OBall/B0.5-IV-2dF0609.dat	HeII/4200	-0.0108735183688	0.0	0.0098074113455	0.0
templates-2dF_OBall/B0.5-IV-2dF0609.dat	FeII/4233	-0.0501704716421	0.0	0.0455258158136	0.0
templates-2dF_OBall/B0.5-IV-2dF0609.dat	HeI/4387	0.417350986085	0.0	-0.376824892086	0.0
templates-2dF_OBall/B0.5-IV-2dF0609.dat	OII/4416	0.0624320797249	0.0	-0.0562086869509	0.0
templates-2dF_OBall/B0.5-IV-2dF0609.dat	HeI/4471	0.559658281655	0.0	-0.501171597507	0.0
templates-2dF_OBall/B0.5-IV-2dF0609.dat	MgII/4481	-0.0231749203767	0.0	0.0208274871111	0.0
templates-2dF_OBall/B0.5-IV-2dF0609.dat	HeII/4541	0.0821868590412	0.0	-0.0746471019352	0.0
templates-2dF_OBall/B0.5-IV-2dF0609.dat	SiIII/4553	0.11987493014	0.0	-0.108952030014	0.0
templates-2dF_OBall/B0.5-IV-2dF0609.dat	OII+CIII/4645	0.570715134844	0.0	-0.521191410224	0.0
templates-2dF_OBall/B0.5-IV-2dF0609.dat	HeII/4686	0.0237107122818	0.0	-0.0216099581161	0.0
templates-2dF_OBall/B0.5-IV-2dF0719.dat	CaIIK/3928	0.0617895795947	0.0	-0.0541981901836	0.0
templates-2dF_OBall/B0.5-IV-2dF0719.dat	HeI/4009	0.316353079938	0.0	-0.289089437907	0.0
templates-2dF_OBall/B0.5-IV-2dF0719.dat	HeI/4026	0.651270768445	0.0	-0.596806658604	0.0
